id,parentId,name,massKg,meanRadiusM,albedo,gm,equatorialRadiusM,densityKgM3,siderealRotationPeriodS,orbitRotationPeriodS,equatorialGravity,escapeVelocityM
2000032,0,Pomona,0.0,40380.0,0.2564,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
2000033,0,Polyhymnia,0.0,26464.5,0.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
2000034,0,Circe,0.0,66496.0,0.052,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
2000035,0,Leukothea,0.0,51527.5,0.066,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
2000036,0,Atalante,0.0,66421.0,0.036,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
2000037,0,Fides,0.0,54175.0,0.1826,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
2000038,0,Leda,0.0,46127.5,0.055,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
2000039,0,Laetitia,0.0,89742.0,0.269,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
2000040,0,Harmonia,0.0,55625.5,0.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
2000041,0,Daphne,0.0,102747.5,0.059,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
2000042,0,Isis,0.0,55498.5,0.139,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
2000043,0,Ariadne,0.0,35670.0,0.234,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
2000044,0,Nysa,0.0,35320.0,0.482,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
2000045,0,Eugenia,0.0,101163.5,0.045,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
2000046,0,Hestia,0.0,65735.5,0.046,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
2000047,0,Aglaja,0.0,84087.0,0.082,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
2000048,0,Doris,0.0,108236.5,0.065,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
2000049,0,Pales,0.0,83126.0,0.048,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
2000050,0,Virginia,0.0,42037.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
2000051,0,Nemausa,0.0,69079.5,0.105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
2000052,0,Europa,0.0,151959.0,0.057,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
2000053,0,Kalypso,0.0,48631.0,0.031,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
2000054,0,Alexandra,0.0,80060.0,0.041,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
2000055,0,Pandora,0.0,42397.0,0.204,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
2000056,0,Melete,0.0,60666.5,0.057,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
2000057,0,Mnemosyne,0.0,56295.0,0.2149,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
2000058,0,Concordia,0.0,53258.5,0.044,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
2000059,0,Elpis,0.0,82559.5,0.044,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
2000060,0,Echo,0.0,21609.0,0.373,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
2000061,0,Danae,0.0,42968.5,0.203,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
2000062,0,Erato,0.0,53460.5,0.048,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
2000063,0,Ausonia,0.0,58022.0,0.125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
2000064,0,Angelina,0.0,29146.0,0.483,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
2000065,0,Cybele,0.0,118630.0,0.0706,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
2000066,0,Maja,0.0,35910.0,0.0618,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
2000067,0,Asia,0.0,28154.5,0.228,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
2000068,0,Leto,0.0,61254.5,0.228,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
2000069,0,Hesperia,0.0,69065.0,0.1402,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
2000070,0,Panopaea,0.0,63955.5,0.038,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
2000071,0,Niobe,0.0,41710.0,0.3052,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
2000072,0,Feronia,0.0,37483.0,0.083,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
2000073,0,Klytia,0.0,22295.0,0.223,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
2000074,0,Galatea,0.0,59355.0,0.0431,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
2000075,0,Eurydike,0.0,31188.5,0.117,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
2000076,0,Freia,0.0,72711.5,0.058,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
2000077,0,Frigga,0.0,30695.0,0.177,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
2000078,0,Diana,0.0,60300.0,0.0706,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
2000079,0,Eurynome,0.0,31739.5,0.287,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
2000080,0,Sappho,0.0,34281.5,0.206,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
2000081,0,Terpsichore,0.0,58863.5,0.045,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
2000082,0,Alkmene,0.0,28810.5,0.167,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
2000083,0,Beatrix,0.0,55251.5,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
2000084,0,Klio,0.0,39580.0,0.0527,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
2000085,0,Io,0.0,77395.0,0.06660000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
2000086,0,Semele,0.0,54964.5,0.056,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
2000087,0,Sylvia,0.0,126525.5,0.046,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
2000088,0,Thisbe,0.0,116000.0,0.06710000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
2000089,0,Julia,0.0,72741.5,0.189,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
2000090,0,Antiope,0.0,57987.0,0.058,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
2000091,0,Aegina,0.0,51701.0,0.048,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
2000092,0,Undina,0.0,63210.0,0.2509,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
2000093,0,Minerva,0.0,77077.5,0.056,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
2000094,0,Aurora,0.0,102445.0,0.0395,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
2000095,0,Arethusa,0.0,73984.5,0.058,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
2000096,0,Aegle,0.0,88887.0,0.048,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
2000097,0,Klotho,0.0,50358.5,0.128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
2000098,0,Ianthe,0.0,66394.0,0.029,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
2000099,0,Dike,0.0,33677.0,0.065,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
2000100,0,Hekate,0.0,42867.0,0.205,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
